1.361356816555576899e+01,1.499721561817393578e+00
1.387536755335491812e+01,1.471764121330137787e+00
1.413716694115406725e+01,1.377582561890373869e+00
1.439896632895321815e+01,1.223595201131534749e+00
1.466076571675236728e+01,1.020296023213191683e+00
1.492256510455151641e+01,7.815395311427021374e-01
1.518436449235066554e+01,5.235965852909112428e-01
1.544616388014981467e+01,2.640455711467457611e-01
1.570796326794896380e+01,2.057446139580065836e-02
1.596976265574811471e+01,-1.902245901874345391e-01
1.623156204354726384e+01,-3.539859765994626262e-01
1.649336143134641119e+01,-4.595496299847895427e-01
1.675516081914556210e+01,-4.997215618173935781e-01
1.701696020694471301e+01,-4.717641213301373426e-01
1.727875959474386036e+01,-3.775825618903738690e-01
1.754055898254301127e+01,-2.235952011315347487e-01
1.780235837034215862e+01,-2.029602321319334823e-02
1.806415775814130953e+01,2.184604688572977516e-01
1.832595714594045688e+01,4.764034147090868698e-01
1.858775653373960779e+01,7.359544288532541279e-01
1.884955592153875870e+01,9.794255386042023392e-01
1.911135530933790605e+01,1.190224590187434428e+00
1.937315469713705696e+01,1.353985976599462626e+00
1.963495408493620431e+01,1.459549629984789432e+00
1.989675347273535522e+01,1.499721561817393578e+00
2.015855286053450612e+01,1.471764121330137343e+00
2.042035224833365348e+01,1.377582561890374091e+00
2.068215163613280438e+01,1.223595201131534971e+00
2.094395102393195174e+01,1.020296023213193237e+00
2.120575041173110264e+01,7.815395311427023595e-01
2.146754979953025000e+01,5.235965852909132412e-01
2.172934918732940091e+01,2.640455711467459832e-01
2.199114857512855181e+01,2.057446139579771627e-02
2.225294796292769917e+01,-1.902245901874343170e-01
2.251474735072685007e+01,-3.539859765994625151e-01
2.277654673852599743e+01,-4.595496299847894317e-01
2.303834612632514833e+01,-4.997215618173935781e-01
2.330014551412429569e+01,-4.717641213301382308e-01
2.356194490192344659e+01,-3.775825618903739800e-01
2.382374428972259750e+01,-2.235952011315349708e-01
2.408554367752174485e+01,-2.029602321319345926e-02
2.434734306532089576e+01,2.184604688572975295e-01
2.460914245312004311e+01,4.764034147090865923e-01
2.487094184091919402e+01,7.359544288532539058e-01
2.513274122871834493e+01,9.794255386042021172e-01
2.539454061651749228e+01,1.190224590187434206e+00
2.565634000431664319e+01,1.353985976599462404e+00
2.591813939211579054e+01,1.459549629984789432e+00
2.617993877991494145e+01,1.499721561817393578e+00
2.644173816771408880e+01,1.471764121330138231e+00
2.670353755551323971e+01,1.377582561890374091e+00
2.696533694331239062e+01,1.223595201131534971e+00
2.722713633111153797e+01,1.020296023213193681e+00
2.748893571891068888e+01,7.815395311427025815e-01
2.775073510670983623e+01,5.235965852909134632e-01
2.801253449450898714e+01,2.640455711467462052e-01
2.827433388230813449e+01,2.057446139580110245e-02
2.853613327010728540e+01,-1.902245901874342060e-01
2.879793265790643630e+01,-3.539859765994624041e-01
2.905973204570558366e+01,-4.595496299847894317e-01
2.932153143350473457e+01,-4.997215618173935781e-01
2.958333082130388192e+01,-4.717641213301382308e-01
2.984513020910303283e+01,-3.775825618903740910e-01
3.010692959690218018e+01,-2.235952011315376353e-01
3.036872898470133109e+01,-2.029602321319368130e-02
3.063052837250048199e+01,2.184604688572973075e-01
3.089232776029962935e+01,4.764034147090863702e-01
3.115412714809878025e+01,7.359544288532536838e-01
3.141592653589792761e+01,9.794255386041987865e-01
3.167772592369707851e+01,1.190224590187436648e+00
3.193952531149622942e+01,1.353985976599460406e+00
3.220132469929537677e+01,1.459549629984789210e+00
3.246312408709452768e+01,1.499721561817393578e+00
3.272492347489367859e+01,1.471764121330137343e+00
3.298672286269282239e+01,1.377582561890375867e+00
3.324852225049197330e+01,1.223595201131537635e+00
3.351032163829112420e+01,1.020296023213193681e+00
3.377212102609027511e+01,7.815395311427028036e-01
3.403392041388942602e+01,5.235965852909102436e-01
3.429571980168856982e+01,2.640455711467498690e-01
3.455751918948772072e+01,2.057446139580126898e-02
3.481931857728687163e+01,-1.902245901874339840e-01
3.508111796508602254e+01,-3.539859765994621821e-01
3.534291735288517344e+01,-4.595496299847903199e-01
3.560471674068431724e+01,-4.997215618173934670e-01
3.586651612848346815e+01,-4.717641213301383418e-01
3.612831551628261906e+01,-3.775825618903742020e-01
3.639011490408176996e+01,-2.235952011315354149e-01
3.665191429188091377e+01,-2.029602321319690095e-02
3.691371367968006467e+01,2.184604688572936437e-01
3.717551306747921558e+01,4.764034147090860927e-01
3.743731245527836649e+01,7.359544288532534617e-01
