0.000000000000000000e+00,9.794255386042030054e-01
2.617993877991494078e-01,1.190224590187436426e+00
5.235987755982988157e-01,1.353985976599463070e+00
7.853981633974482790e-01,1.459549629984790542e+00
1.047197551196597631e+00,1.499721561817393578e+00
1.308996938995746984e+00,1.471764121330137343e+00
1.570796326794896558e+00,1.377582561890372759e+00
1.832595714594045910e+00,1.223595201131534527e+00
2.094395102393195263e+00,1.020296023213190795e+00
2.356194490192344837e+00,7.815395311427008052e-01
2.617993877991493967e+00,5.235965852909099105e-01
2.879793265790643542e+00,2.640455711467439848e-01
3.141592653589793116e+00,2.057446139579710565e-02
3.403392041388942246e+00,-1.902245901874362044e-01
3.665191429188091821e+00,-3.539859765994628482e-01
3.926990816987240951e+00,-4.595496299847900978e-01
4.188790204786390525e+00,-4.997215618173936891e-01
4.450589592585539656e+00,-4.717641213301373426e-01
4.712388980384689674e+00,-3.775825618903727587e-01
4.974188368183838804e+00,-2.235952011315345267e-01
5.235987755982987935e+00,-2.029602321319134983e-02
5.497787143782137953e+00,2.184604688572990838e-01
5.759586531581287083e+00,4.764034147090899785e-01
6.021385919380436214e+00,7.359544288532554601e-01
6.283185307179586232e+00,9.794255386042027833e-01
6.544984694978735362e+00,1.190224590187435982e+00
6.806784082777884493e+00,1.353985976599462848e+00
7.068583470577033623e+00,1.459549629984790098e+00
7.330382858376183641e+00,1.499721561817393578e+00
7.592182246175332772e+00,1.471764121330137343e+00
7.853981633974481902e+00,1.377582561890373647e+00
8.115781021773631920e+00,1.223595201131534527e+00
8.377580409572781051e+00,1.020296023213191461e+00
8.639379797371930181e+00,7.815395311427019154e-01
8.901179185171079311e+00,5.235965852909110207e-01
9.162978572970228441e+00,2.640455711467454836e-01
9.424777960769379348e+00,2.057446139579732769e-02
9.686577348568528478e+00,-1.902245901874359824e-01
9.948376736367677609e+00,-3.539859765994627372e-01
1.021017612416682674e+01,-4.595496299847900978e-01
1.047197551196597587e+01,-4.997215618173935781e-01
1.073377489976512500e+01,-4.717641213301376757e-01
1.099557428756427591e+01,-3.775825618903729808e-01
1.125737367536342504e+01,-2.235952011315346377e-01
1.151917306316257417e+01,-2.029602321319146085e-02
1.178097245096172330e+01,2.184604688572979736e-01
1.204277183876087243e+01,4.764034147090888682e-01
1.230457122656002156e+01,7.359544288532543499e-01
1.256637061435917246e+01,9.794255386042025613e-01
1.282817000215832159e+01,1.190224590187435982e+00
1.308996938995747072e+01,1.353985976599462626e+00
1.335176877775661985e+01,1.459549629984790098e+00
